"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"11190"	"Frag: einen Kaffee"	"11190.wav"	"i'd like a coffee"	"i'd like a coffee"	"correct"	"correct"
"11191"	"Frag: einen Hamburger"	"11191.wav"	"i'd like a hamburger"	"i'd like a hamburger"	"correct"	"correct"
"11192"	"Frag: meinen Hamburger medium"	"11192.wav"	"i'd like my hamburger medium"	"i'd like my hamburger medium"	"correct"	"correct"
"11193"	"Frag: Bohnen"	"11193.wav"	"i'd like bones"	"i'd like bones"	"incorrect"	"incorrect"
"11194"	"Frag: Bohnen"	"11194.wav"	"i'd like beans"	"i'd like beans"	"correct"	"correct"
"11195"	"Frag: Ich möchte die Dessertkarte"	"11195.wav"	"i'd like the dessert card"	"i'd like the dessert card"	"incorrect"	"correct"
"11196"	"Frag: Ich möchte die Dessertkarte"	"11196.wav"	"can i have the dessert card"	"can i have the dessert card"	"incorrect"	"correct"
"11197"	"Frag: Ich möchte die Dessertkarte"	"11197.wav"	"can i have the card for dessert"	"can i have the card for dessert"	"incorrect"	"correct"
"11198"	"Frag: Wo ist das British Museum?"	"11198.wav"	"where is the british museum"	"where is the british museum"	"correct"	"correct"
"11199"	"Frag: Wo ist die Oxford Street?"	"11199.wav"	"where is the oxford street"	"where is the oxford street"	"incorrect"	"correct"
"11200"	"Frag: Welcher Bus fährt dorthin?"	"11200.wav"	"which bus drives there"	"which bus*z drives there"	"incorrect"	"correct"
"11201"	"Sag: Der Tower ist nahe der Tower Bridge"	"11201.wav"	"the tower is in the near of tower bridge"	"the tower is in the near of tower bridge"	"incorrect"	"incorrect"
"11202"	"Sag: Mir geht es gut"	"11202.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"11203"	"Frag: Stiefel"	"11203.wav"	"i'd like boots"	"i'd like boots"	"correct"	"correct"
"11204"	"Frag: braune Stiefel"	"11204.wav"	"i'd like brown boots"	"i'd like brown boots"	"correct"	"correct"
"11205"	"Frag: Grösse 36"	"11205.wav"	"thirty-six"	"thirty-six"	"correct"	"correct"
"11206"	"Frag: Hosen"	"11206.wav"	"i'd like jeans"	"i'd like jeans"	"incorrect"	"incorrect"
"11207"	"Frag: Hosen"	"11207.wav"	"i would like pants"	"i would*z like pants"	"correct"	"correct"
"11208"	"Frag: braune Hosen"	"11208.wav"	"i would like brown pants"	"i would*z like brown pants"	"correct"	"correct"
"11209"	"Frag: eine S"	"11209.wav"	"small"	"small"	"correct"	"correct"
"11210"	"Frag: Wie viel kostet es?"	"11210.wav"	"how much is this"	"how much is this"	"correct"	"correct"
"11211"	"Sag: Dies ist zu teuer"	"11211.wav"	"that's too much"	"that's too much"	"correct"	"correct"
"11212"	"Sag: Dies ist zu teuer"	"11212.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"11213"	"Sag: Ich habe keine Reservation"	"11213.wav"	"i don't have a reservation"	"i don't have a reservation*z"	"correct"	"correct"
"11214"	"Sag: Ich habe keine Reservation"	"11214.wav"	"i haven't got a reservation"	"i haven't got a reservation"	"correct"	"correct"
"11215"	"Sag: Ich habe keine Reservation"	"11215.wav"	"i have no reservation"	"i have no reservation*z"	"correct"	"correct"
"11216"	"Sag: Ich habe keine Reservation"	"11216.wav"	"i haven't got a reservation"	"i haven't got a reservation*z"	"correct"	"correct"
"11217"	"Sag: Ich habe keine Reservation"	"11217.wav"	"i have not got a reservation"	"i have not got a reservation*z"	"correct"	"correct"
"11218"	"Sag: Ich habe keine Reservation"	"11218.wav"	"i don't have a reservation"	"i don't have a reservation*z"	"correct"	"correct"
"11219"	"Sag: Ich habe keine Reservation"	"11219.wav"	"sorry i don't have a reservation"	"sorry i don't have a reservation*z"	"correct"	"correct"
"11220"	"Sag: Ich habe keine Reservation"	"11220.wav"	"i have not a reservation"	"i have not a reservation"	"incorrect"	"correct"
"11221"	"Sag: Ich habe keine Reservation"	"11221.wav"	"i don't have got a reservation"	"i don't have got a reservation"	"incorrect"	"correct"
"11222"	"Sag: Ich habe keine Reservation"	"11222.wav"	"i haven't got a reservation"	"i haven't got a reservation"	"correct"	"correct"
"11223"	"Sag: Ich habe keine Reservation"	"11223.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"11224"	"Sag: Ich habe keine Reservation"	"11224.wav"	"say i don't have a reservation"	"say i don't have a reserv*a"	"incorrect"	"incorrect"
"11225"	"Sag: Ich habe keine Reservation"	"11225.wav"	"i have no reservation"	"i have no reservation*z"	"correct"	"correct"
"11226"	"Frag: 6 Tickets nach London"	"11226.wav"	"can i have six tickets to london"	"can i have six tickets to london"	"correct"	"correct"
"11227"	"Sag: Ich möchte am Freitagabend abreisen"	"11227.wav"	"i would like to leave at friday night"	"i would like to leave at friday night"	"incorrect"	"correct"
"11228"	"Sag: Ich heisse Thomas"	"11228.wav"	"my name is thomas"	"my name is thomas*z"	"correct"	"correct"
"11229"	"Sag: Ich bin aus Frankreich"	"11229.wav"	"i'm from france"	"i'm from france"	"correct"	"correct"
"11230"	"Sag: Ich habe keine Reservation"	"11230.wav"	"no i haven't got a reservation"	"no i haven't got a reservation"	"correct"	"correct"
"11231"	"Frag: Zimmer für 2 Nächte"	"11231.wav"	"i'd like a room for two nights"	"i'd like a room for two nights"	"correct"	"correct"
"11232"	"Frag: Suite"	"11232.wav"	"a suite"	"a suite"	"correct"	"correct"
"11233"	"Sag: Ich möchte mit Postkarte bezahlen"	"11233.wav"	"i would like to buy with post card"	"i would*z like to buy with post card"	"incorrect"	"correct"
"11234"	"Frag: Gibt es einen Lift?"	"11234.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"11235"	"Sag: Ich heisse Paolo"	"11235.wav"	"my name is paolo"	"my name is paolo*z"	"correct"	"correct"
"11236"	"Sag: Ich heisse Paolo"	"11236.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"
"11237"	"Sag: Ich bin aus Portugal"	"11237.wav"	"i'm from portugal"	"i am from portugal"	"correct"	"correct"
"11239"	"Sag: Ich habe 4 ältere Brüder"	"11239.wav"	"i have got four bigger brothers"	"i have got four bigger brothers"	"incorrect"	"correct"
"11240"	"Sag: Ich gehe in die Ferien"	"11240.wav"	"i go in the holidays"	"i go in the holidays"	"incorrect"	"incorrect"
"11241"	"Sag: Ich gehe in die Ferien"	"11241.wav"	"i go into the holidays"	"i go into the holidays"	"incorrect"	"incorrect"
"11242"	"Sag: Dies ist mein Pass"	"11242.wav"	"yes this is my passport"	"yes this is my passport"	"correct"	"correct"
"11243"	"Frag: ein Ticket nach Westminster"	"11243.wav"	"i'd like to westminster"	"i'd like ticket to westminster*z"	"incorrect"	"correct"
"11244"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"11244.wav"	"i would like to buy with credit card"	"i would like to buy with credit card"	"incorrect"	"correct"
"11245"	"Sag: Ich möchte mit Euros bezahlen"	"11245.wav"	"i would like with euros"	"i would*z like with euros"	"incorrect"	"incorrect"
"11246"	"Sag: Ich möchte mit Euros bezahlen"	"11246.wav"	"i would like to buy with euros"	"i would like to buy with euros"	"incorrect"	"correct"
"11247"	"Sag: Ich habe nur grosse Noten"	"11247.wav"	"i have got only great note"	"i have got only great note"	"incorrect"	"correct"
"11248"	"Sag: Ich habe nur grosse Noten"	"11248.wav"	"i have only big note"	"i have only big note"	"incorrect"	"correct"
"11249"	"Sag: Ich habe nur grosse Noten"	"11249.wav"	"i have only great note"	"i have only great note"	"incorrect"	"incorrect"
"11250"	"Sag: Ich bezahle mit Kreditkarte"	"11250.wav"	"i buy with credit card"	"i buy with credit card"	"incorrect"	"correct"
"11251"	"Frag: 4 Musical-Tickets"	"11251.wav"	"can i have four musical tickets"	"can i have four musical tickets"	"correct"	"correct"
"11252"	"Frag: 4 Tickets für Sonntagabend"	"11252.wav"	"i'd like four tickets for sunday night"	"i'd like four tickets for sunday night"	"correct"	"correct"
"11253"	"Frag: 4 Tickets für Starlight Express"	"11253.wav"	"i'd like four tickets for starlight express"	"i'd like four tickets for starlight express"	"correct"	"correct"
"11254"	"Sag: Ich möchte in der vierten Reihe sitzen"	"11254.wav"	"i like to sit in the fourth row"	"i like to sit in the fourth row"	"incorrect"	"correct"
"11255"	"Frag: Tickets für Madame Tussauds"	"11255.wav"	"i'd like tickets for madame tussauds"	"i'd like tickets for madame tussauds"	"correct"	"correct"
"11257"	"Frag: eine Cola"	"11257.wav"	"i'd like a coke"	"i'd like a coke"	"correct"	"correct"
"11258"	"Frag: den Sonntagsbraten"	"11258.wav"	"i would like the sunday roast tags"	"i would like the sunday roast tags"	"incorrect"	"correct"
"11259"	"Frag: meinen Sonntagsbraten durchgebraten"	"11259.wav"	"i would like the sunday roast tags"	"i would like underdone sunday roast tags"	"incorrect"	"incorrect"
"11261"	"Frag: Ich möchte die Dessertkarte"	"11261.wav"	"i would like the dessert card"	"i would like the dessert card"	"incorrect"	"correct"
"11262"	"Frag: Ich möchte die Dessertkarte"	"11262.wav"	"i like the card of dessert"	"i like the card of dessert"	"incorrect"	"correct"
"11263"	"Frag: Ich möchte die Dessertkarte"	"11263.wav"	"i'd like the card of dessert"	"i'd like the card of dessert"	"incorrect"	"correct"
"11265"	"Frag: Wo ist die Oxford Street?"	"11265.wav"	"where is the oxford street"	"where is the oxford street"	"incorrect"	"correct"
"11266"	"Frag: Welcher Bus fährt dorthin?"	"11266.wav"	"which bus drives there"	"which bus*z drives there"	"incorrect"	"correct"
"11268"	"Sag: Mir geht es gut"	"11268.wav"	"i'm fine"	"i am fine"	"correct"	"correct"
"11269"	"Frag: Sandalen"	"11269.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"11270"	"Frag: rote Sandalen"	"11270.wav"	"i want red sandals"	"i want red sandals"	"correct"	"correct"
"11271"	"Frag: Grösse 42"	"11271.wav"	"forty-two"	"forty-two"	"correct"	"correct"
"11272"	"Frag: ein Sweatshirt"	"11272.wav"	"i'd like a sweatshirt"	"i'd like a sweatshirt"	"correct"	"correct"
"11273"	"Frag: ein grünes Sweatshirt"	"11273.wav"	"i'd like a green sweatshirt"	"i'd like a green sweatshirt"	"correct"	"correct"
"11274"	"Frag: eine S"	"11274.wav"	"small"	"small"	"correct"	"correct"
"11275"	"Sag: Dies ist zu eng"	"11275.wav"	"this is too tight"	"this is too tight"	"correct"	"correct"
"11276"	"Sag du möchtest nicht: dieses Sweatshirt"	"11276.wav"	"i don't want this sweatshirt"	"i don't want this sweatshirt"	"correct"	"correct"
"11277"	"Sag, dass du es nicht möchtest"	"11277.wav"	"i don't want this"	"i don't want this"	"correct"	"correct"
"11278"	"Sag, dass du es nicht möchtest"	"11278.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"11279"	"Sag, dass du es nicht möchtest"	"11279.wav"	"i don't want this sweatshirt"	"i don't want this sweatshirt"	"incorrect"	"incorrect"
"11280"	"Sag: Ich habe keine Reservation"	"11280.wav"	"no i don't have a reservation"	"no i don't have a reservation*z"	"correct"	"correct"
"11281"	"Frag: Zimmer für 3 Nächte"	"11281.wav"	"i'd like a room for three nights"	"i'd like a room for three nights"	"correct"	"correct"
"11282"	"Frag: Einzelzimmer"	"11282.wav"	"a single room"	"a single room"	"correct"	"correct"
"11283"	"Sag: Ich möchte mit Postkarte bezahlen"	"11283.wav"	"i'd like to buy with post card"	"i'd like to buy with post card"	"incorrect"	"correct"
"11284"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"11284.wav"	"i'd like to buy with francs"	"i'd like to buy with franken*v"	"incorrect"	"incorrect"
"11285"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"11285.wav"	"i'd like to buy with francs"	"i'd like to buy with francs"	"incorrect"	"correct"
"11286"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"11286.wav"	"i would like to pay with"	"i would like to pay with schweizer*v franken*v"	"incorrect"	"incorrect"
"11287"	"Frag: Gibt es ein Hotelrestaurant?"	"11287.wav"	"is there a hotel restaurant"	"is there a hotel restaurant*z"	"correct"	"correct"
"11288"	"Frag: 4 Tickets nach London"	"11288.wav"	"i'd like four tickets to london"	"i'd like four tickets to london"	"correct"	"correct"
"11289"	"Sag: Ich möchte am Donnerstagnachmittag abreisen"	"11289.wav"	"i want to leave at"	"i want to leave on sat*a"	"incorrect"	"incorrect"
"11290"	"Sag: Ich möchte am Donnerstagnachmittag abreisen"	"11290.wav"	"i want to leave on thursday afternoon"	"i want to leave on thursday afternoon"	"correct"	"correct"
"11291"	"Sag: Ich heisse Paolo"	"11291.wav"	"my name is paolo"	"my name is paolo"	"correct"	"correct"
"11292"	"Sag: Ich bin aus Deutschland"	"11292.wav"	"i'm from german"	"i'm from german"	"incorrect"	"correct"
"11293"	"Sag: Ich heisse Paul"	"11293.wav"	"my name is paul"	"my name is paul*z"	"correct"	"correct"
"11294"	"Sag: Ich bin aus der Schweiz"	"11294.wav"	"i'm from switzerland"	"i'm from switzerland"	"correct"	"correct"
"11295"	"Sag: Die Schweiz ist nicht in Afrika"	"11295.wav"	"land is not africa"	"land is not africa"	"incorrect"	"incorrect"
"11296"	"Sag: Die Schweiz ist nicht in Afrika"	"11296.wav"	"switzerland isn't africa"	"switzerland isn't africa"	"incorrect"	"incorrect"
"11297"	"Sag: Die Schweiz ist in Europa"	"11297.wav"	"switzerland is in europe"	"switzerland is in europa*v"	"incorrect"	"correct"
"11298"	"Sag: Das ist okay"	"11298.wav"	"this is okay"	"this is okay"	"correct"	"correct"
"11299"	"Sag: Die Hauptstadt von der Schweiz ist Bern"	"11299.wav"	"the capital of switzerland is bern"	"the capital of switzerland is bern"	"correct"	"correct"
"11302"	"Sag: Ich gehe in die Ferien"	"11302.wav"	"i go into the holidays"	"i go into the holidays"	"incorrect"	"incorrect"
"11303"	"Sag: Dies ist mein Pass"	"11303.wav"	"yes this is my passport"	"yes this is my passport"	"correct"	"correct"
"11304"	"Frag: ein Ticket zum Trafalgar Square"	"11304.wav"	"i'd like a ticket to trafalgar square"	"i'd like a ticket to trafalgar*z square*z"	"correct"	"correct"
"11305"	"Sag: Ich möchte mit Visa bezahlen"	"11305.wav"	"i'd like to buy with visa"	"i'd like to buy with visa*z"	"incorrect"	"correct"
"11306"	"Frag: ein Ticket zum Green Park"	"11306.wav"	"can i have a ticket to green park"	"can i have a ticket to green park"	"correct"	"correct"
"11307"	"Sag: Ich möchte mit Postkarte bezahlen"	"11307.wav"	"i like to buy with post card"	"i'd like to buy with post card"	"incorrect"	"correct"
"11308"	"Frag: 1 Musical-Ticket"	"11308.wav"	"can i have one musical ticket"	"can i have one musical ticket"	"correct"	"correct"
"11310"	"Frag: ein Ticket für heute Abend"	"11310.wav"	"can i have a ticket for today night"	"can i have a ticket for today night"	"incorrect"	"correct"
"11311"	"Frag: ein Ticket für heute Abend"	"11311.wav"	"can i have a ticket for tonight"	"can i have a ticket for tonight"	"correct"	"correct"
"11313"	"Frag: ein Ticket für Starlight Express"	"11313.wav"	"a ticket for starlight express"	"a ticket for starlight express"	"correct"	"correct"
"11314"	"Frag: ein Ticket für Starlight Express"	"11314.wav"	"can i have a ticket for starlight express"	"can i have a ticket for starlight express"	"correct"	"correct"
"11315"	"Sag: Ich möchte in der achten Reihe sitzen"	"11315.wav"	"i would like to sit in the eighth row"	"i would like to sit in the eighth row"	"correct"	"correct"
"11316"	"Frag: Tickets für die National Gallery"	"11316.wav"	"can i have tickets for the national gallery"	"can i have tickets for the national*z gallery"	"correct"	"correct"
"11317"	"Frag: 2 Tickets"	"11317.wav"	"two tickets"	"two tickets"	"correct"	"correct"
"11318"	"Frag: 2 Tickets"	"11318.wav"	"i would like two tickets"	"i would like two tickets"	"correct"	"correct"
"11319"	"Frag: ein Wasser ohne Kohlensäure"	"11319.wav"	"i want a carbonated water without"	"i want a carbonated water without"	"incorrect"	"incorrect"
"11320"	"Frag: einen Hamburger"	"11320.wav"	"i'd like a hamburger"	"i'd like a hamburger*z"	"correct"	"correct"
"11321"	"Frag: einen Hamburger"	"11321.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"11322"	"Frag: meinen Hamburger durchgebraten"	"11322.wav"	"i want my hamburger cooked through"	"i want my hamburger cooked through"	"correct"	"correct"
"11323"	"Frag: meinen Hamburger durchgebraten"	"11323.wav"	"i want my hamburger cooked through"	"i want my hamburger cooked through"	"correct"	"correct"
"11324"	"Frag: Erbsen"	"11324.wav"	"i would like pea"	"i would like pea"	"incorrect"	"incorrect"
"11325"	"Frag: Erbsen"	"11325.wav"	"i would like pea"	"i would like pea"	"incorrect"	"incorrect"
"11326"	"Frag: Ich möchte die Dessertkarte"	"11326.wav"	"i would like the dessert card"	"i would like the desert card"	"incorrect"	"correct"
"11327"	"Frag: Ich möchte die Dessertkarte"	"11327.wav"	"i would like the dessert card"	"i would like the dessert card"	"incorrect"	"correct"
"11328"	"Frag: Ich möchte die Dessertkarte"	"11328.wav"	"can i have the card of dessert"	"can i have the card of dessert"	"incorrect"	"correct"
"11329"	"Frag: Wo ist die Tate Modern?"	"11329.wav"	"where is the tate modern"	"where*z is the tate modern"	"correct"	"correct"
"11330"	"Frag: Wo ist der Tower?"	"11330.wav"	"where is the tower"	"where*z is the tower"	"correct"	"correct"
"11331"	"Frag: Wo ist der Tower?"	"11331.wav"	"where is the tower"	"where*z is the tower"	"correct"	"correct"
"11332"	"Sag: Der Tower ist nahe der Tower Bridge"	"11332.wav"	"the tower is in the near from tower bridge"	"the tower is in the near*z from tower bridge"	"incorrect"	"incorrect"
"11333"	"Sag: Mir geht es gut"	"11333.wav"	"i'm fine"	"i am fine"	"correct"	"correct"
"11334"	"Frag: Stiefel"	"11334.wav"	"i like boots"	"i like boots"	"incorrect"	"correct"
"11335"	"Frag: Stiefel"	"11335.wav"	"i like boots"	"i like boots"	"incorrect"	"correct"
"11336"	"Frag: rote Stiefel"	"11336.wav"	"i'd like red boots"	"i'd like red boots"	"correct"	"correct"
"11337"	"Frag: Grösse 41"	"11337.wav"	"forty-one"	"forty-one"	"correct"	"correct"
"11338"	"Frag: ein Hemd"	"11338.wav"	"i'd like a shirt"	"i'd like a shirt"	"correct"	"correct"
"11339"	"Frag: ein grünes Hemd"	"11339.wav"	"i'd like a green shirt"	"i'd like a green shirt"	"correct"	"correct"
"11340"	"Frag: eine S"	"11340.wav"	"small"	"small"	"correct"	"correct"
"11341"	"Sag: Dies ist zu weit"	"11341.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"11342"	"Sag: Dies ist zu weit"	"11342.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
